Title;ID;Frame;Pearson;ObjPear;Spearman;ObjSp;Overlap;K1;K2;M1;M2;Inters;I1;I2;ICQ;CCFmin;CCFmax;ChR;ChG;ThR;ThG;SiR;SiG;ROI;Ref;Treatment;Feeding;;;;;;
A488+A405 Prop-Lys;Blue/Green;0;0.327;0.29;0.719;0.716;0.393;0.105;1.469;0.904;0.993;0.466;0.492;0.899;0.421;0.206;0.334;0;1;7.3544;0.83112;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Blue/Red;0;0.633;0.633;0.721;0.721;0.713;0.42;1.209;1;0.999;0.751;1;0.751;0.409;0.535;0.648;0;2;5.8501;0.00071;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Green/Red;0;0.375;0.375;0.707;0.707;0.431;0.96;0.193;1;0.992;0.405;1;0.405;0.465;0.225;0.376;1;2;0.64485;0.00071;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Blue/Green;0;0.342;0.342;0.631;0.631;0.422;0.114;1.564;1;1;1;1;1;0.426;0.216;0.348;0;1;0.04666;0.00028;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Blue/Red;0;0.641;0.579;0.786;0.792;0.717;0.364;1.413;0.927;0.999;0.498;0.504;0.974;0.413;0.535;0.653;0;2;6.4198;0.836;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Green/Red;0;0.401;0.4;0.655;0.65;0.462;0.823;0.259;0.999;0.999;0.922;0.982;0.938;0.467;0.235;0.402;1;2;0.06714;0.00059;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Blue/Green;0;0.363;0.363;0.673;0.673;0.486;0.161;1.465;1;1;1;1;1;0.402;0.272;0.395;0;1;0.11073;0.00061;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Blue/Red;0;0.608;0.406;0.769;0.532;0.7;0.656;0.748;0.91;0.959;0.637;0.685;0.902;0.396;0.555;0.618;0;2;11.59;3.8402;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Green/Red;0;0.407;0.404;0.791;0.793;0.488;1.225;0.194;1;0.984;0.426;0.998;0.427;0.44;0.34;0.411;1;2;0.94149;0.00071;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Blue/Green;0;0.375;0.375;0.672;0.672;0.498;0.168;1.476;1;1;1;1;1;0.404;0.285;0.405;0;1;0.0608;0.00029;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Blue/Red;0;0.608;0.402;0.757;0.515;0.701;0.573;1;1;1;1;1;1;0.394;0.552;0.623;0;2;11.979;4.2329;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Green/Red;0;0.437;0.435;0.773;0.773;0.519;1.117;0;1;0.99;0.494;1;0.495;0.447;0.362;0.441;1;2;0.65774;0.00062;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Blue/Green;0;0.473;0.346;0.764;0.603;0.556;0.167;1.846;0.898;0.947;0.605;0.637;0.924;0.38;0.248;0.507;0;1;14.952;2.3302;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Blue/Red;0;0.549;0.547;0.687;0.68;0.662;0.559;0.785;0.997;0.989;0.697;0.984;0.705;0.379;0.537;0.56;0;2;8.8078;0.00078;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Green/Red;0;0.467;0.464;0.779;0.781;0.553;1.657;0.185;1;0.984;0.364;0.997;0.364;0.443;0.366;0.469;1;2;1.6661;0.00078;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Blue/Green;0;0.51;0.51;0.584;0.584;0.621;0.172;2.246;1;1;1;1;1;0.395;0.305;0.538;0;1;0.03867;0.00033;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Blue/Red;0;0.571;0.571;0.722;0.722;0.685;0.483;0.971;1;0.995;0.79;1;0.79;0.382;0.552;0.586;0;2;6.3993;0.00065;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Green/Red;0;0.503;0.503;0.767;0.767;0.586;1.409;0.244;1;0.984;0.381;1;0.381;0.451;0.384;0.504;1;2;1.2558;0.00065;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Blue/Green;0;0.282;0.282;0.65;0.65;0.373;0.144;0.964;0.949;1;0.787;0.787;1;0.392;0.16;0.323;0;1;0.05121;0.17195;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Blue/Red;0;0.548;0.516;0.746;0.737;0.663;0.434;1.012;0.871;0.999;0.452;0.456;0.977;0.39;0.379;0.6;0;2;3.4382;0.31559;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Green/Red;0;0.33;0.325;0.777;0.78;0.404;0.657;0.248;0.942;1;0.413;0.414;0.993;0.433;0.196;0.33;1;2;0.06452;0.25823;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Blue/Green;0;0.258;0.193;0.74;0.653;0.338;0.146;0.786;0.878;0.987;0.547;0.573;0.923;0.386;0.145;0.299;0;1;8.6856;1.5232;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Blue/Red;0;0.562;0.544;0.744;0.74;0.678;0.383;1.2;0.843;1;0.428;0.429;0.991;0.394;0.379;0.609;0;2;3.4198;0.43427;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Prop-Lys;Green/Red;0;0.343;0.343;0.779;0.779;0.42;0.554;0.318;0.896;1;0.319;0.319;1;0.435;0.2;0.343;1;2;0.00044;2.6372;0;0;-;-;A488+A405;Prop-Lys;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.47;0.47;0.655;0.655;0.58;0.121;3;0.831;1;0.467;0.467;1;0.384;0.406;0.474;0;1;0.01164;0.53618;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.585;0.585;0.648;0.648;0.697;0.399;1;0.906;1;0.676;0.676;1;0.398;0.49;0.604;0;2;0.01164;0.13166;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.667;0.667;0.731;0.731;0.73;1.981;0;1;1;1;1;1;0.439;0.47;0.667;1;2;0.40185;0.0003;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.478;0.478;0.633;0.633;0.597;0.122;2.921;0.82;1;0.532;0.532;1;0.375;0.411;0.484;0;1;0.0123;0.40441;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.544;0.405;0.721;0.588;0.643;0.337;1;1;1;1;1;1;0.386;0.447;0.558;0;2;5.1132;1.811;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.699;0.699;0.719;0.719;0.757;1.802;0;1;1;1;1;1;0.44;0.484;0.699;1;2;0.35842;0.00027;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.175;0.175;0.705;0.705;0.241;0;0;1;1;0.365;1;0;0.326;0.131;0.176;0;1;11.008;0.00026;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.663;0.561;0.803;0.714;0.758;1;1;1;1;0.623;1;1;0.398;0.468;0.671;0;2;3.8242;2.2174;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.331;0.331;0.762;0.763;0.377;0;1;1;1;0.342;0;1;0.367;0.156;0.332;1;2;0.00026;7.6804;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.181;0.181;0.711;0.711;0.248;0.26;0;1;1;0;1;0;0.33;0.137;0.182;0;1;11.124;0.00027;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.681;0.681;0.772;0.772;0.785;0.438;1;1;1;0;0;1;0.402;0.485;0.689;0;2;0.00553;0.21126;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.358;0.358;0.774;0.774;0.401;0.216;1;1;1;0;0;1;0.376;0.16;0.358;1;2;0.00027;6.3869;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.421;0.421;0.5;0.5;0.607;0.14;3;1;1;1;1;1;0.325;0.36;0.434;0;1;0.01261;0.0006;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.61;0.61;0.619;0.619;0.728;0.59;1;1;1;1;1;1;0.367;0.538;0.611;0;2;3.6961;0.00039;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.586;0.586;0.743;0.743;0.673;2.197;0;1;1;1;1;1;0.412;0.402;0.586;1;2;0.6062;0.00039;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.44;0.44;0.513;0.513;0.635;0.158;3;1;1;1;1;1;0.331;0.378;0.453;0;1;0.01725;0.00039;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.608;0.608;0.592;0.592;0.729;0.485;1;1;1;1;1;1;0.367;0.535;0.61;0;2;2.358;0.00034;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.631;0.631;0.764;0.764;0.714;1.884;0;1;1;1;1;1;0.416;0.418;0.631;1;2;0.67829;0.00034;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.182;0.182;0.623;0.623;0.269;0;0.591;1;1;0.461;0;1;0.375;0.137;0.198;0;1;0.01644;0.45902;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.548;0.548;0.643;0.643;0.665;0;0.928;1;1;0.949;1;0.953;0.409;0.406;0.548;0;2;0.78981;0.00032;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.334;0.334;0.772;0.772;0.403;1;0.278;1;1;0.336;0;1;0.437;0.126;0.334;1;2;0.00031;0.88377;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.189;0.189;0.614;0.614;0.28;0;0.617;1;1;0.553;1;1;0.372;0.14;0.205;0;1;0.02324;0.22753;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.511;0.359;0.745;0.613;0.613;0;0.982;1;1;0.55;1;0.943;0.396;0.371;0.511;0;2;4.531;1.9536;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.34;0.34;0.78;0.78;0.403;0;0.346;1;1;0.309;0;1;0.44;0.124;0.34;1;2;0.00017;1.8675;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.1;0.1;0.387;0.387;0.232;0;0.403;1;1;1;1;1;0.223;0.035;0.121;0;1;0.01939;0.00024;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.59;0.59;0.57;0.57;0.706;0;1.212;1;1;0.861;1;0.861;0.36;0.433;0.592;0;2;2.628;0.00032;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.266;0.266;0.532;0.532;0.336;0;0.436;1;1;0.297;0;1;0.263;0.02;0.272;1;2;0.00024;3.6987;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.053;-0.022;0.353;-0.248;0.098;0.086;0.111;0.568;0.622;0.374;0.504;0.593;0.247;0.002;0;0;1;13.762;2.4541;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.584;0.584;0.589;0.589;0.71;0.346;1.458;1;0.994;0.918;1;0.918;0.353;0.431;0.584;0;2;2.1854;0.00109;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.297;0.297;0.563;0.563;0.358;0.231;0.554;0.611;1;0.297;0.297;1;0.28;0.023;0.304;1;2;0.00021;3.5799;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.332;0.154;0.708;0.389;0.403;0.088;1.839;0.92;0.828;0.592;0.752;0.736;0.387;0.228;0.336;0;1;11.162;1.4442;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.703;0.703;0.595;0.595;0.773;0.524;1.141;1;0.989;0.799;1;0.799;0.425;0.484;0.703;0;2;2.8284;0.00035;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.542;0.542;0.681;0.681;0.611;2.165;0.173;1;0.977;0.445;1;0.445;0.417;0.283;0.543;1;2;0.49902;0.00035;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.42;0.42;0.511;0.511;0.53;0.1;2.811;0.785;1;0.469;0.469;1;0.373;0.292;0.424;0;1;0.00617;0.54611;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.676;0.551;0.768;0.693;0.738;0.44;1.235;0.923;0.975;0.572;0.602;0.92;0.432;0.454;0.676;0;2;5.9638;2.281;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.575;0.575;0.718;0.718;0.644;1.9;0.218;1;0.976;0.483;1;0.483;0.418;0.3;0.576;1;2;0.50971;0.00032;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.125;0.06;0.447;-0.032;0.154;0.154;0.154;0.63;0.819;0.375;0.488;0.619;0.316;0.105;0.162;0;1;17.451;3.4492;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.637;0.5;0.711;0.6;0.705;0.353;1.41;0.848;0.963;0.515;0.543;0.907;0.397;0.563;0.645;0;2;11.563;2.6667;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.34;0.34;0.642;0.642;0.383;0.211;0.697;0.725;1;0.248;0.248;1;0.361;0.203;0.34;1;2;0.00021;3.4308;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.122;0.058;0.439;-0.028;0.151;0.157;0.145;0.613;0.824;0.365;0.468;0.623;0.315;0.101;0.171;0;1;17.921;3.7464;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.664;0.664;0.484;0.484;0.745;0.318;1.744;1;0.985;0.793;1;0.793;0.364;0.595;0.668;0;2;5.1483;0.00025;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.355;0.355;0.641;0.641;0.399;0.197;0.81;0.713;1;0.246;0.246;1;0.361;0.207;0.355;1;2;0.00021;2.9766;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.344;0.344;0.42;0.42;0.544;0.084;3.54;1;1;1;1;1;0.257;0.249;0.347;0;1;0.00664;0.00055;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.5;0.5;0.532;0.532;0.635;0.436;0.925;1;0.968;0.764;1;0.764;0.305;0.351;0.5;0;2;6.3442;0.001;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.61;0.61;0.675;0.675;0.675;2.525;0.18;1;0.973;0.465;1;0.465;0.419;0.244;0.61;1;2;0.47153;0.001;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.273;0.101;0.541;0.162;0.372;0.087;1.594;0.737;0.808;0.464;0.554;0.742;0.312;0.206;0.278;0;1;12.796;1.5469;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.51;0.51;0.528;0.528;0.644;0.353;1.176;1;0.982;0.825;1;0.825;0.315;0.356;0.51;0;2;3.8208;0.0008;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.653;0.653;0.68;0.68;0.716;2.104;0.244;1;0.979;0.511;1;0.511;0.42;0.258;0.653;1;2;0.56914;0.0008;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.322;0.182;0.621;0.37;0.417;0.105;1.652;0.794;0.898;0.497;0.556;0.826;0.34;0.234;0.327;0;1;10.411;1.3022;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.532;0.532;0.498;0.498;0.654;0.438;0.977;1;0.975;0.774;0.999;0.775;0.344;0.372;0.54;0;2;4.8334;0.0003;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.588;0.588;0.708;0.708;0.656;1.978;0.217;1;0.979;0.463;1;0.463;0.433;0.281;0.588;1;2;0.52832;0.0003;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.414;0.414;0.522;0.522;0.58;0.12;2.804;1;1;1;1;1;0.333;0.292;0.42;0;1;0.00515;0.00075;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.541;0.541;0.495;0.495;0.658;0.382;1.134;1;0.983;0.807;1;0.807;0.351;0.383;0.552;0;2;3.6333;0.00027;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.615;0.615;0.716;0.716;0.679;1.749;0.264;1;0.989;0.47;1;0.47;0.435;0.282;0.615;1;2;0.50231;0.00027;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.168;0.099;0.756;0.579;0.2;0.085;0.473;0.928;0.955;0.614;0.724;0.803;0.409;0.104;0.169;0;1;10.891;1.2231;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.793;0.793;0.676;0.676;0.838;0.338;2.078;1;0.997;0.89;1;0.89;0.444;0.471;0.813;0;2;1.8891;0.00034;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.299;0.299;0.722;0.722;0.337;0.318;0.358;0.823;1;0.251;0.251;1;0.439;0.096;0.299;1;2;0.00018;3.8295;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.207;0.207;0.476;0.476;0.265;0.097;0.726;1;1;1;1;1;0.407;0.136;0.208;0;1;0.01842;0.00039;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.784;0.784;0.636;0.636;0.833;0.294;2.355;1;0.997;0.891;1;0.891;0.441;0.466;0.806;0;2;2.2358;0.0003;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.313;0.313;0.721;0.721;0.351;0.279;0.442;0.82;1;0.248;0.248;1;0.442;0.1;0.313;1;2;0.0004;3.6908;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.228;0.228;0.286;0.286;0.53;0.087;3.213;1;1;1;1;1;0.115;0.217;0.243;0;1;0.00097;0.00015;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.221;-0.061;0.306;-0.244;0.329;0.276;0.394;0.498;0.556;0.289;0.389;0.528;0.268;0.191;0.289;0;2;19.729;4.9463;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.531;0.531;0.665;0.665;0.612;1.75;0.214;1;0.953;0.464;1;0.464;0.371;0.383;0.533;1;2;0.77642;0.00043;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.239;0.239;0.3;0.3;0.55;0.094;3.232;1;1;1;1;1;0.116;0.225;0.261;0;1;0.00096;0.00015;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.225;-0.055;0.307;-0.236;0.337;0.241;0.471;0.5;0.565;0.294;0.394;0.536;0.264;0.194;0.286;0;2;19.036;4.2567;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.572;0.572;0.654;0.654;0.654;1.603;0.267;1;0.942;0.512;1;0.512;0.371;0.409;0.574;1;2;0.73619;0.00181;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.24;0.24;0.628;0.628;0.355;0.145;0.87;1;1;0.999;1;0.999;0.369;0.157;0.24;0;1;0.1888;0.00036;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.655;0.655;0.649;0.649;0.759;0.503;1.146;1;0.991;0.859;1;0.859;0.396;0.519;0.656;0;2;2.1177;0.00031;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.336;0.336;0.791;0.791;0.417;0.586;0.297;0.852;1;0.377;0.377;1;0.428;0.178;0.336;1;2;0.00036;1.1662;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.244;0.244;0.637;0.637;0.349;0.154;0.79;1;0.996;0.979;1;0.979;0.375;0.163;0.244;0;1;0.67865;0.00016;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.657;0.657;0.682;0.682;0.765;0.457;1.281;1;0.996;0.941;1;0.941;0.4;0.518;0.657;0;2;1.1537;0.00028;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.346;0.346;0.796;0.796;0.42;0.494;0.358;0.865;1;0.352;0.352;1;0.428;0.177;0.347;1;2;0.00016;1.9543;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.154;0.154;0.555;0.555;0.241;0.166;0.35;1;0.91;0.755;1;0.755;0.355;0.141;0.17;0;1;2.155;0.00021;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.613;0.613;0.606;0.606;0.718;0.546;0.943;1;0.986;0.851;1;0.851;0.387;0.61;0.631;0;2;1.5517;0.00031;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.277;0.277;0.749;0.749;0.339;0.33;0.348;0.817;1;0.3;0.3;1;0.421;0.187;0.279;1;2;0.00021;2.8866;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.16;0.16;0.575;0.575;0.244;0.18;0.333;1;0.896;0.658;1;0.658;0.363;0.142;0.182;0;1;2.5983;0.00017;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.616;0.616;0.619;0.619;0.726;0.466;1.131;1;0.998;0.972;1;0.972;0.389;0.609;0.635;0;2;0.61723;0.00201;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.293;0.293;0.751;0.751;0.353;0.278;0.449;0.817;1;0.292;0.292;1;0.426;0.191;0.294;1;2;0.00017;3.05;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.266;0.266;0.716;0.716;0.333;0.223;0.498;1;0.944;0.476;1;0.476;0.417;0.202;0.273;0;1;4.9877;0.00022;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.765;0.765;0.733;0.731;0.828;0.75;0.915;0.999;0.995;0.728;0.993;0.731;0.442;0.649;0.769;0;2;2.3896;0.00055;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.327;0.327;0.788;0.788;0.385;0.499;0.297;0.925;1;0.323;0.323;1;0.435;0.231;0.327;1;2;0.00022;3.9431;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.275;0.275;0.735;0.735;0.343;0.242;0.487;1;0.94;0.43;1;0.43;0.424;0.207;0.284;0;1;4.3121;0.00022;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.762;0.715;0.81;0.818;0.823;0.653;1.035;0.942;0.998;0.54;0.55;0.968;0.444;0.652;0.767;0;2;1.9802;0.79414;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.348;0.348;0.787;0.787;0.405;0.429;0.383;0.925;1;0.313;0.313;1;0.44;0.243;0.348;1;2;0.00022;4.566;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.152;0.152;0.716;0.716;0.217;0.253;0.186;1;0.818;0.318;1;0.318;0.392;0.136;0.157;0;1;10.772;0.00024;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.712;0.606;0.808;0.739;0.786;0.671;0.921;0.94;0.988;0.611;0.631;0.952;0.428;0.61;0.714;0;2;4.0058;1.7771;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.307;0.307;0.77;0.77;0.354;0.258;0.485;0.893;1;0.312;0.312;1;0.41;0.178;0.307;1;2;0.00024;7.4008;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.154;0.154;0.72;0.72;0.219;0.265;0.181;1;0.809;0.314;1;0.314;0.395;0.145;0.16;0;1;10.465;0.00025;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.709;0.616;0.802;0.752;0.785;0.587;1.048;0.935;0.99;0.586;0.601;0.959;0.428;0.609;0.71;0;2;3.298;1.5812;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.336;0.336;0.776;0.776;0.38;0.237;0.61;0.903;1;0.312;0.312;1;0.416;0.189;0.336;1;2;0.00025;6.6129;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Green;0;0.435;0.435;0.608;0.608;0.568;0.143;2.261;0.784;1;0.468;0.468;1;0.361;0.375;0.449;0;1;0.00529;0.56553;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Blue/Red;0;0.614;0.614;0.663;0.663;0.734;0.508;1.059;1;0.998;0.958;1;0.958;0.384;0.512;0.633;0;2;0.66608;0.00033;0;0;-;-;A488+A405;Phe-Az;;;;;;
A488+A405 Phe-Az;Green/Red;0;0.642;0.642;0.69;0.69;0.719;1.89;0.274;1;0.974;0.552;1;0.552;0.436;0.445;0.642;1;2;0.37193;0.00033;0;0;-;-;A488+A405;Phe-Az;;;;;;
