Title;ID;Frame;Pearson;ObjPear;Spearman;ObjSp;Overlap;K1;K2;M1;M2;Inters;I1;I2;ICQ;CCFmin;CCFmax;ChR;ChG;ThR;ThG;SiR;SiG;ROI;Ref;Treatment;Feeding;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.418;0.282;0.749;0.63;0.474;1.528;0.147;0.944;0.954;0.574;0.636;0.855;0.444;0.197;0.421;1;2;3.3787;5.2978;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.428;0.36;0.483;0.337;0.499;0.085;2.924;0.862;0.801;0.377;0.697;0.451;0.347;0.287;0.442;0;1;25.943;7.5994;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.807;0.734;0.796;0.813;0.838;0.411;1.709;0.913;0.999;0.562;0.57;0.975;0.451;0.392;0.814;0;2;20.091;2.7765;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.366;0.219;0.667;0.49;0.414;1.101;0.156;0.873;0.916;0.481;0.524;0.853;0.416;0.266;0.366;1;2;9.523;15.398;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Green;0;0.412;0.354;0.461;0.303;0.482;0.088;2.643;0.858;0.811;0.39;0.671;0.483;0.345;0.277;0.426;0;1;22.403;6.6425;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Blue/Red;0;0.813;0.752;0.779;0.816;0.844;0.389;1.83;0.903;0.999;0.523;0.53;0.975;0.45;0.395;0.821;0;2;18.739;2.1306;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Prop-Lys;Green/Red;0;0.371;0.234;0.664;0.497;0.418;0.971;0.18;0.875;0.915;0.477;0.522;0.849;0.416;0.257;0.371;1;2;8.496;12.152;0;0;-;-;A405+BODIPY;Prop-Lys;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.179;0.179;0.722;0.722;0.239;0.061;1;0.933;1;0.716;0.716;1;0.369;0.133;0.221;0;1;0.01616;0.3865;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.784;0.77;0.832;0.823;0.847;0.317;2;0.942;1;0.631;0.642;1;0.424;0.663;0.793;0;2;1.9612;0.23827;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0.217;0.217;0.745;0.745;0.282;0.357;0;1;1;0;0;1;0.398;0.161;0.218;1;2;0.00227;2.5495;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.186;0.186;0.747;0.747;0.243;0.059;0.998;0.934;1;0.66;0.66;1;0.377;0.14;0.226;0;1;0.00236;0.41514;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.781;0.781;0.778;0.778;0.846;0.237;3;1;1;1;1;1;0.421;0.661;0.79;0;2;0.00236;0.13124;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0.226;0.226;0.739;0.739;0.288;0.273;0;1;1;0;0;1;0.405;0.158;0.226;1;2;0.00054;3.6695;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.62;0.62;0.715;0.715;0.707;0;11;1;1;0.647;1;1;0.399;0.521;0.671;0;1;0.00608;0.38111;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.781;0.773;0.801;0.798;0.837;0;2;1;1;0.551;1;1;0.436;0.657;0.785;0;2;1.196;0.09109;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0.629;0.629;0.701;0.701;0.7;4;0;1;1;0.522;1;1;0.416;0.481;0.683;1;2;0.52662;0.00038;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.697;0.697;0.711;0.711;0.797;0.05;13;1;1;1;1;1;0.405;0.586;0.698;0;1;0.0144;0.00108;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.782;0.782;0.716;0.716;0.839;0.248;3;1;1;1;1;1;0.438;0.662;0.786;0;2;0.0144;0.00028;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0.729;0.729;0.651;0.651;0.801;3.753;0;1;1;1;1;1;0.421;0.554;0.731;1;2;0.00108;0.00028;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.578;0.578;0.607;0.607;0.664;0.052;8;1;1;1;1;1;0.372;0.399;0.58;0;1;0.0033;0.53882;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.789;0.745;0.756;0.771;0.832;0.317;2;1;1;0;1;1;0.438;0.573;0.791;0;2;3.7987;1.0661;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0.599;0.599;0.581;0.581;0.668;3.211;0;1;1;1;1;1;0.4;0.402;0.599;1;2;0.63854;0.00025;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.605;0.605;0.627;0.627;0.686;0.049;10;1;1;1;1;1;0.392;0.417;0.615;0;1;0.00725;0.35951;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.794;0.794;0.711;0.711;0.84;0.246;3;1;1;1;1;1;0.438;0.574;0.796;0;2;1.2283;0.00027;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0.63;0.63;0.656;0.656;0.691;2.823;0;1;1;1;1;1;0.422;0.415;0.63;1;2;0.49547;0.00027;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.438;0.438;0.755;0.755;0.53;0;5.706;1;1;0.661;1;1;0.405;0.311;0.438;0;1;0.02085;0.29964;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.782;0.76;0.839;0.853;0.841;0;2.444;1;1;0.522;1;0.993;0.432;0.618;0.782;0;2;3.3358;0.79878;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0.462;0.462;0.73;0.73;0.539;2;0.147;1;1;0.562;1;0.562;0.426;0.315;0.463;1;2;0.40683;0.00038;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.439;0.439;0.762;0.762;0.528;0;5.8;1;1;0.611;1;1;0.409;0.315;0.439;0;1;0.01883;0.33881;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.783;0.783;0.827;0.827;0.845;0;3.124;1;1;0.539;1;1;0.43;0.624;0.783;0;2;0.01883;0.1755;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0.482;0.482;0.759;0.759;0.56;2;0.187;1;1;0.617;1;0.617;0.43;0.323;0.483;1;2;0.33281;0.00033;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.502;0.502;0.714;0.714;0.597;0;5.868;1;1;0.631;1;1;0.402;0.36;0.504;0;1;0.01864;0.49716;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.738;0.713;0.82;0.832;0.805;0;1.785;1;1;0.503;1;0.99;0.43;0.537;0.75;0;2;2.3688;0.54876;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0.524;0.524;0.716;0.716;0.6;3;0.136;1;1;0.516;1;0.516;0.419;0.348;0.528;1;2;0.67692;0.00039;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.512;0.512;0.736;0.736;0.601;0.059;6.165;0.926;1;0.61;0.61;1;0.413;0.365;0.514;0;1;0.02375;0.42327;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.739;0.723;0.823;0.837;0.806;0.272;2.382;0.924;1;0.465;0.466;0.996;0.43;0.532;0.751;0;2;1.5407;0.69008;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0.546;0.546;0.711;0.711;0.621;2.18;0.177;1;0.975;0.55;1;0.55;0.43;0.361;0.549;1;2;0.50155;0.00032;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;-0.068;-0.068;-0.096;-0.096;0.355;0.208;0.605;1;1;1;1;1;-0.069;-0.069;-0.049;0;1;0.00073;0.00362;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.63;0.63;0.598;0.598;0.741;0.617;0.89;1;1;1;1;1;0.364;0.481;0.63;0;2;0.00073;0.00036;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;-0.068;-0.068;-0.433;-0.433;0.255;0.363;0.18;1;1;1;1;1;-0.124;-0.068;-0.041;1;2;0.00362;0.00036;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;-0.062;-0.062;-0.094;-0.094;0.369;0.218;0.623;1;1;1;1;1;-0.07;-0.063;-0.046;0;1;0.00072;0.00265;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.628;0.628;0.685;0.685;0.739;0.54;1.012;0.997;1;0.991;0.991;1;0.363;0.479;0.628;0;2;0.00072;0.00032;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;-0.059;-0.059;-0.351;-0.351;0.266;0.328;0.215;0.99;1;0.991;0.991;1;-0.124;-0.061;-0.037;1;2;0.00265;0.00032;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;-0.082;-0.082;-0.018;-0.018;0.292;0.048;1.786;0.373;1;0.426;0.426;1;0.008;-0.087;-0.02;0;1;0.00074;5.5794;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.627;0.627;0.634;0.633;0.731;0.797;0.67;0.999;0.968;0.634;0.997;0.635;0.366;0.505;0.629;0;2;4.1717;0.00041;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;-0.001;-0.093;-0.001;-0.201;0;0;0;0;0;0;0;0;0.492;-0.001;-0.001;1;2;34.081;51.103;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;-0.078;-0.078;-0.018;-0.018;0.297;0.048;1.832;0.384;1;0.431;0.431;1;0.009;-0.082;-0.018;0;1;0.00073;5.6831;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.636;0.636;0.687;0.687;0.739;0.652;0.838;1;0.978;0.688;1;0.688;0.365;0.515;0.637;0;2;3.5309;0.00036;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;-0.017;-0.017;-0.014;-0.014;0.051;0.006;0.411;0.009;1;0.01;0.01;1;0.039;-0.024;-0.006;1;2;0.00329;41.205;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.039;-0.058;-0.048;-0.484;0.105;0.098;0.112;0.346;0.121;0.066;0.311;0.077;0.17;0.016;0.058;0;1;28.706;6.9341;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.619;0.619;0.596;0.596;0.726;0.736;0.715;1;0.964;0.664;1;0.664;0.353;0.459;0.621;0;2;4.4351;0.0004;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3.0033;90.274;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.025;-0.076;-0.051;-0.501;0.098;0.085;0.113;0.346;0.126;0.075;0.316;0.089;0.161;0.014;0.055;0;1;26.354;6.4027;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.625;0.625;0.604;0.604;0.731;0.603;0.888;1;0.974;0.714;1;0.714;0.352;0.463;0.626;0;2;3.405;0.00034;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0;-0.001;0;-0.002;0;0;1285.833;0;1;0;0;1;0.092;0;0.001;1;2;3.021;74.967;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.005;-0.143;0.01;-0.298;0.074;0.073;0.074;0.481;0.036;0.04;0.453;0.042;0.187;-0.015;0.013;0;1;41.922;5.6715;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.699;0.699;0.672;0.671;0.788;0.734;0.846;0.999;0.979;0.706;0.998;0.707;0.378;0.636;0.7;0;2;3.0127;0.00042;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0;-0.001;0;0;0;0;6603033.172;0;1;0;0;1;0.128;-0.001;0;1;2;3.7498;76.354;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.063;0.063;0.113;0.113;0.545;0.21;1.41;1;1;1;1;1;0.008;0.032;0.098;0;1;0.00077;0.00405;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.703;0.703;0.656;0.655;0.792;0.614;1.021;0.999;0.985;0.75;0.997;0.752;0.378;0.64;0.704;0;2;2.3538;0.00037;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0;0;0.001;0;0.001;0;142518.436;0;1;0;0;1;0.138;-0.001;0.001;1;2;4.056;72.488;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.078;0.078;0.175;0.175;0.532;0.167;1.697;1;1;1;1;1;0.039;0.071;0.111;0;1;0.00088;0.00277;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.653;0.653;0.717;0.717;0.769;0.658;0.899;1;0.982;0.758;1;0.758;0.377;0.567;0.664;0;2;2.8737;0.00047;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;-0.007;-0.1;0.017;-0.212;0.035;0.012;0.103;0.013;0.517;0.02;0.02;0.502;0.209;-0.007;0.023;1;2;4.6891;45.736;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.012;-0.174;0.037;-0.463;0.107;0.064;0.178;0.512;0.096;0.106;0.446;0.121;0.19;-0.005;-0.004;0;1;33.83;5.3067;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.658;0.658;0.709;0.707;0.772;0.547;1.091;0.999;0.99;0.8;0.996;0.802;0.378;0.57;0.666;0;2;2.3399;0.00041;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;-0.011;-0.135;0.018;-0.292;0.046;0.02;0.107;0.025;0.493;0.035;0.037;0.48;0.206;-0.011;0.03;1;2;5.0722;33.964;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;-0.032;-0.032;-0.041;-0.041;0.193;0.062;0.598;0.39;1;0.421;0.421;1;0.004;-0.052;-0.013;0;1;0.00082;5.6283;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.65;0.65;0.748;0.748;0.769;0.632;0.937;1;0.982;0.764;1;0.764;0.369;0.592;0.652;0;2;2.4273;0.00041;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0.002;-0.013;0.005;-0.065;0.012;0.001;0.236;0.001;0.571;0.002;0.002;0.539;0.199;-0.007;0.004;1;2;5.6925;51.573;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;-0.035;-0.035;-0.045;-0.045;0.189;0.06;0.593;0.389;1;0.42;0.42;1;0.004;-0.049;-0.016;0;1;0.00081;5.5079;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.644;0.644;0.702;0.702;0.764;0.515;1.134;0.999;0.989;0.807;0.998;0.808;0.363;0.585;0.645;0;2;2.1056;0.00036;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;-0.001;-0.036;0.012;-0.161;0.02;0.002;0.179;0.011;0.544;0.012;0.012;0.505;0.211;-0.004;0.001;1;2;5.9024;35.046;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.157;0.157;0.466;0.466;0.395;0.169;0.922;0.806;1;0.585;0.585;1;0.125;0.136;0.18;0;1;0.00066;4.8257;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.713;0.713;0.593;0.592;0.784;0.73;0.842;1;0.964;0.642;0.999;0.642;0.368;0.561;0.722;0;2;3.7204;0.00041;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0.068;-0.033;0.03;-0.5;0.131;0.131;0.132;0.22;0.383;0.122;0.148;0.402;0.182;0.034;0.069;1;2;8.9814;22.605;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.163;0.163;0.469;0.469;0.399;0.17;0.937;0.813;1;0.588;0.588;1;0.128;0.142;0.189;0;1;0.00065;4.8557;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.718;0.718;0.597;0.597;0.791;0.582;1.075;1;0.968;0.7;1;0.7;0.366;0.563;0.724;0;2;2.8195;0.00049;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0.092;-0.013;0.043;-0.508;0.157;0.157;0.157;0.266;0.397;0.141;0.18;0.394;0.183;0.035;0.093;1;2;9.2061;14.871;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;-0.038;-0.038;0.052;0.052;0.327;0.057;1.872;0.414;1;0.459;0.459;1;0.021;-0.042;0.024;0;1;0.00078;5.7331;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.706;0.706;0.59;0.589;0.785;0.772;0.798;0.999;0.973;0.661;0.999;0.661;0.384;0.597;0.707;0;2;3.8379;0.00042;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;-0.001;-0.001;0;0;0.002;0;0.735;0;1;0;0;1;0.031;-0.001;0.024;1;2;0.00344;95.624;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;-0.036;-0.036;0.05;0.05;0.329;0.057;1.909;0.417;1;0.457;0.457;1;0.022;-0.042;0.029;0;1;0.00077;5.5616;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.707;0.704;0.678;0.667;0.784;0.626;0.984;0.993;0.983;0.69;0.978;0.701;0.379;0.597;0.707;0;2;3.5248;0.00032;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;-0.001;-0.001;0;0;0.002;0;1.238;0;1;0;0;1;0.034;-0.001;0.021;1;2;0.00337;80.896;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.25;0.25;0.388;0.388;0.487;0.314;0.753;1;1;0.999;1;0.999;0.102;0.23;0.251;0;1;0.00101;0.00058;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.78;0.78;0.776;0.776;0.855;0.884;0.827;1;0.981;0.719;1;0.719;0.403;0.663;0.783;0;2;4.0613;0.00076;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0.206;0.121;0.178;-0.332;0.257;0.271;0.244;0.724;0.443;0.23;0.367;0.38;0.23;0.139;0.206;1;2;10.767;20.969;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.247;0.247;0.395;0.395;0.484;0.308;0.758;1;1;1;1;1;0.104;0.228;0.256;0;1;0.00102;0.00058;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.777;0.777;0.8;0.8;0.854;0.706;1.033;1;0.987;0.751;1;0.751;0.398;0.66;0.783;0;2;3.7377;0.00063;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0.217;0.138;0.166;-0.331;0.269;0.248;0.291;0.724;0.441;0.228;0.373;0.37;0.217;0.146;0.218;1;2;10.553;14.896;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.21;0.21;0.357;0.357;0.389;0.405;0.374;1;0.712;0.519;1;0.519;0.141;0.19;0.21;0;1;8.8312;0.00063;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.783;0.783;0.792;0.792;0.855;0.764;0.958;1;0.987;0.736;1;0.736;0.405;0.682;0.787;0;2;3.7836;0.0007;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0.238;0.158;0.248;-0.191;0.295;0.234;0.373;0.777;0.541;0.282;0.429;0.451;0.243;0.174;0.241;1;2;10.697;13.071;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.212;0.212;0.362;0.362;0.391;0.408;0.374;1;0.711;0.516;1;0.516;0.148;0.197;0.213;0;1;8.6534;0.00064;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.779;0.779;0.785;0.785;0.854;0.641;1.137;1;0.989;0.776;1;0.776;0.403;0.675;0.783;0;2;2.8455;0.00055;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0.26;0.183;0.274;-0.153;0.315;0.214;0.465;0.786;0.576;0.298;0.442;0.478;0.246;0.186;0.263;1;2;10.473;10.979;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.299;0.299;0.322;0.322;0.655;0.201;2.137;1;1;1;1;1;0.084;0.268;0.301;0;1;0.00107;0.0006;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.783;0.783;0.808;0.808;0.856;0.617;1.188;1;0.99;0.762;1;0.762;0.405;0.72;0.784;0;2;3.3979;0.00056;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0.144;-0.062;0.178;-0.307;0.245;0.421;0.143;0.261;0.61;0.188;0.221;0.555;0.213;0.143;0.163;1;2;8.3342;29.667;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.306;0.306;0.325;0.325;0.656;0.207;2.081;1;1;1;1;1;0.087;0.275;0.306;0;1;0.00106;0.00057;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.781;0.781;0.804;0.804;0.854;0.514;1.421;1;0.993;0.8;0.999;0.801;0.404;0.719;0.782;0;2;2.499;0.00048;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0.156;-0.053;0.188;-0.307;0.26;0.4;0.169;0.29;0.604;0.201;0.241;0.548;0.215;0.153;0.168;1;2;8.6281;24.041;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.133;0.133;0.103;0.103;0.31;0.367;0.261;1;0.567;0.428;1;0.428;0.024;0.133;0.147;0;1;8.2839;0.00073;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.804;0.804;0.732;0.732;0.852;1.12;0.649;1;0.979;0.614;1;0.614;0.414;0.587;0.805;0;2;4.5447;0.00067;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0.3;0.171;0.258;-0.043;0.314;0.157;0.628;0.869;0.148;0.104;0.714;0.109;0.394;0.241;0.302;1;2;27.385;47.654;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;0.135;0.135;0.111;0.111;0.308;0.366;0.26;1;0.566;0.424;1;0.424;0.028;0.135;0.153;0;1;8.3084;0.00072;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.795;0.795;0.736;0.736;0.846;0.93;0.769;1;0.981;0.634;1;0.634;0.413;0.581;0.797;0;2;4.1865;0.00057;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;0.31;0.221;0.256;0.052;0.323;0.172;0.604;0.923;0.134;0.09;0.803;0.092;0.377;0.239;0.311;1;2;33.51;35.045;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;-0.18;-0.18;-0.124;-0.124;0.236;0.039;1.432;0.314;1;0.426;0.426;1;-0.063;-0.184;-0.133;0;1;0.00087;9.2692;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.721;0.721;0.769;0.769;0.81;0.572;1.145;1;0.994;0.8;1;0.8;0.404;0.504;0.724;0;2;2.2673;0.00044;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Green/Red;0;-0.004;-0.004;-0.003;-0.003;0.023;0.001;0.534;0.002;1;0.002;0.002;1;0.033;-0.011;-0.001;1;2;0.00134;60.017;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Green;0;-0.186;-0.186;-0.121;-0.121;0.231;0.038;1.402;0.315;1;0.429;0.429;1;-0.065;-0.187;-0.136;0;1;0.00086;9.3532;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
A405+BODI Phe-Az;Blue/Red;0;0.722;0.722;0.763;0.762;0.812;0.489;1;1;1;1;1;1;0.404;0.505;0.725;0;2;1.4932;0.00038;0;0;-;-;A405+BODIPY;Phe-Az;;;;;;
